0.028,0.028,0.0
0.017,0.017,0.0
0.016,0.016,0.0
0.007,0.007,0.0
0.008,0.008,0.0
0.069,0.069,0.0
0.023,0.023,0.0
0.045,0.045,0.0
0.032,0.017,0.016
0.007,0.007,0.0
0.023,0.023,0.0
0.038,0.038,0.0
0.026,0.026,0.0
0.03,0.03,0.0
0.045,0.045,0.0
0.018,0.018,0.0
0.033,0.033,0.0
0.034,0.034,0.0
0.049,0.049,0.0
0.017,0.017,0.0
0.034,0.034,0.0
0.014,0.014,0.0
0.032,0.032,0.0
0.039,0.039,0.0
0.02,0.02,0.0
0.037,0.037,0.0
0.044,0.044,0.0
0.02,0.02,0.0
0.029,0.029,0.0
0.034,0.034,0.0
0.046,0.046,0.0
0.033,0.033,0.0
0.038,0.038,0.0
0.024,0.024,0.0
0.034,0.034,0.0
0.041,0.041,0.0
0.02,0.02,0.0
0.714,0.031,0.683
0.008,0.008,0.0
0.025,0.025,0.0
0.035,0.035,0.0
0.011,0.011,0.0
0.027,0.027,0.0
0.017,0.017,0.0
0.03,0.03,0.0
0.032,0.032,0.0
0.025,0.025,0.0
0.026,0.026,0.0
0.031,0.031,0.0
0.032,0.032,0.0
0.032,0.032,0.0
0.032,0.032,0.0
0.031,0.031,0.0
0.032,0.032,0.0
0.034,0.034,0.0
0.046,0.046,0.0
0.031,0.031,0.0
1.499,0.036,1.463
0.021,0.021,0.0
0.019,0.019,0.0
0.022,0.022,0.0
0.024,0.024,0.0
0.036,0.036,0.0
0.031,0.031,0.0
0.017,0.017,0.0
0.029,0.029,0.0
0.033,0.033,0.0
0.03,0.03,0.0
0.06,0.06,0.0
0.024,0.024,0.0
0.029,0.029,0.0
0.047,0.047,0.0
0.018,0.018,0.0
0.043,0.043,0.0
0.02,0.02,0.0
0.036,0.036,0.0
0.03,0.03,0.0
1.294,0.034,1.259
0.012,0.012,0.0
0.024,0.024,0.0
0.009,0.009,0.0
0.023,0.023,0.0
0.026,0.026,0.0
0.033,0.033,0.0
0.048,0.048,0.0
0.016,0.016,0.0
0.018,0.018,0.0
0.032,0.032,0.0
0.03,0.03,0.0
0.035,0.035,0.0
0.048,0.048,0.0
0.032,0.032,0.0
0.028,0.028,0.0
0.022,0.022,0.0
0.028,0.028,0.0
0.035,0.035,0.0
0.014,0.014,0.0
0.033,0.033,0.0
0.029,0.029,0.0
0.034,0.034,0.0
1.286,0.033,1.253
0.009,0.009,0.0
0.008,0.008,0.0
0.025,0.025,0.0
0.032,0.032,0.0
0.048,0.048,0.0
0.018,0.018,0.0
0.016,0.016,0.0
0.032,0.032,0.0
0.03,0.03,0.0
0.035,0.035,0.0
0.029,0.029,0.0
0.047,0.047,0.0
0.045,0.045,0.0
0.02,0.02,0.0
0.033,0.033,0.0
0.047,0.047,0.0
0.016,0.016,0.0
0.033,0.033,0.0
0.033,0.033,0.0
0.03,0.03,0.0
0.03,0.03,0.0
0.033,0.033,0.0
0.032,0.032,0.0
0.034,0.034,0.0
0.06,0.06,0.0
0.02,0.02,0.0
0.031,0.031,0.0
0.032,0.032,0.0
0.031,0.031,0.0
0.05,0.05,0.0
0.02,0.02,0.0
0.026,0.026,0.0
0.03,0.03,0.0
0.034,0.034,0.0
0.038,0.038,0.0
0.027,0.027,0.0
0.061,0.061,0.0
0.018,0.018,0.0
0.033,0.033,0.0
0.666,0.032,0.634
0.01,0.01,0.0
0.011,0.011,0.0
0.048,0.048,0.0
0.015,0.015,0.0
0.034,0.034,0.0
0.03,0.03,0.0
0.035,0.035,0.0
0.032,0.032,0.0
0.032,0.032,0.0
